summary,label,final_score,Generated_Text
"The time to get the car from afactory to a customer was 30 days, down to 20 at the end of the quarter. Your goal is under 10 by the endof 4Q. Where do we see that flow through from a COGS perspective? Is that in automotive gross margin?Or is that in services and other at this point?Deepak Ahuja 22Chief Financial OfficerYes. All logistics costs outbound, it's all in COGS for Automotive.Elon R. MuskCo-Founder, Chairman, CEO & Product ArchitectOutbound logistics. Yes, I think we'll see a reduction in inbound logistics as well as outbound logistics, Deepak.James Joseph AlbertineConsumer Edge Research, LLCWanted to -- just a point of clarification. The interest expense of the debt, that's in the interest expense line, okay. It's not inCOGS. Elon, you're looking at it as the cost of doing business, which can be volume. That's why I think for the definition of COGS, it should probably be important to includeanything that's directly driven by volume.",neutral,0.749783427,Automotive
"Elon R. Musk: We don't expect this to result in -- I mean, the sales tax -- or the tax incentive in the U.S. drops in half inthis quarter. But then we also start shipping to Europe and then start Shipping to Asia. And we certainly donot expect anything that would cause our production to drop below, let's say, a minimum of 5,000 cars aweek. But I want to be clear. It's not like we're holding back this lower-cost version of the carintentionally. We really care about providing the end customer with the mostaffordable car that we can possibly produce, the best viability. And if we could do the smaller pack now,we absolutely would. But it's just going to take us, I don't know, at least 3 months to get the productiongoing.",neutral,0.568090469,Automotive
"Elon R. Musk: We're the most efficient carand the lowest-cost batteries. So we've got the best interms of miles or kilometers per kilowatt hour, and we also have the lowest cost per kiloatt hour. Thismakes it very difficult for other companies to compete with Tesla.Deepak Ahuja: I want to personally thank all the Tesla employees who worked incredibly hard thisquarter and in prior quarters in each and every part of our business. And I also want to thank all our customers and allour investors who believed in us and our product and our vision. All of that leading the world's transition tosustainable energy. Thanks.Martin ViechaSenior Director for Investor Relations.",positive,0.766632468,Energy Generation and Storage
"Elon Musk: Q3 was our best quarter in history. We achieved record production anddeliveries, record revenue, record net income, both GAAP and non-GAAP, and record free cashflow of $1.4 billion. I could not bemore proud to work with such a great group of people. Just really (expletive) performance across --throughout the world. And that was our aspiration. So we presented what the team has been working on for a long time with batteries. Wewanted to step back and really rethink batteries from scratch. First principles thinking, just look at itfrom fundamental physics and say what -- rather than compare to other products in the market, justsay from a physics standpoint, if you -- what's the limit of physics? What's the platonic idea of aperfect cell and how close can we get there?",positive,0.881398797,Energy Generation and Storage
"The Autopilot team, again, just a really all-star team. And I think we've got apretty good approach to it, which will only get better over time. Having on theorder of 1 million cars that are providing feedback and specifically feedback on strange corner casesituations that you just can't even come up with in simulation. It's not like the obvious stuff, obvious stuff you can do in simulation, but weird cornercases, only a reality can give you that. And so we're -- weput it out there last night, and then we'll see how it goes and then probably release it to more peoplethis weekend or early next week. And then just gradually step it up until we have, hopefully, a widerelease by the end of this year.",positive,0.765959471,Autopilot
"Elon Musk: What we've achieved would not be possible without theincredible hard work of tens of thousands of Tesla employees and all people at our suppliers aswell. I'd like to thank our suppliers. We continue to grow as fast as we can while focusing on costcontrol and improving quality. And ultimately, the best company will be that which makes greatproducts at an affordable price. That's our goal. I think I've never felt more optimistic about thefuture of Tesla than I do today. This is -- I think there's a lot more good stuff to come. With that, we can move to questions.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you, Elon. Zachary Kirkhorn, our CFO, has some opening remarks as well.",positive,0.856560618,Automotive
"On cash flows, our cash balance increased to $14.5 billion, which includes free cash flows of $1.4billion, our highest yet. Our operating cash flows were $2.4 billion, including a $600 million benefitfrom working capital as we've made progress on days of receivables and inventory. We are alsoseeing financial benefits from improved vehicle reliability across the feet -- across the fleet.Looking forward, we remain focused on strengthening the core fundamentals of the business. Weare increasing production to meet demand, reducing costs, including localization, driving higherefficiency across the business and tightening our cash conversion cycle. We're also aiming to achieve our original 2020guidance of 500,000 deliveries despite the operational interruptions earlier in the year. In the Energy business, we achieved record storage deployments, aided bythe positive reception of the Megapack and Powerwall products as production and deployments grow. Additionally, our solar deployments doubled, and we're continuing to make progress on thatfront.",positive,0.806099564,Automotive
"Q3 was a strong quarter for the Energy business, and we're poised for continued strong growth in Energystorage and solar. Megapack is going to be a large growth segment for the business. We're just nowcapturing the full power of customer-sited solar plus storage as customers in some jurisdictions areproviding services back to the grid when they don't need to consume energy or have backup power. This has massive potential to reduce system cost and make the grid more efficient globally. We continue to ramp the product to match unprecedenteddemand across the globe through 2023 and beyond. Our order book is rapidly filling up through2023 in a multiple gigawatt-hour scale.",positive,0.823863655,Energy Generation and Storage
"Solar Roof is especially exciting as we've gained significant experience over the last year in theinstallation process, which is a key enabler to scale the business. We've recently demonstrated ourability to complete Solar Roof installation in just 1 day. We're using the samemethodology across the entire Energy business, including service, to capitalize on the technologybackbone of the company. We believe the Energy segment is poised for a strong growth as we continue to focus onincreasing scale while reducing cost to maximize profitability. I want to thank the team again fortheir hard work, and I look forward to another strong quarter ahead of us. Back to the page you came from. Back into the page we came from, back to thepage you came back from,back to the Page 1 page.",positive,0.928441048,Energy Generation and Storage
"The first question from retail shareholders is, is Tesla planning to start 4680 cell production at Giga Berlin at the sametime as vehicle production? The second question is, would FSD be able to be transferredto our next vehicle or pay a transfer fee? And the fourth question is what are the remaining constraints to be solved for Solar Roofinstallations to ramp significantly. Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. And let's go to the next question, which is question #2 from retail shareholder. The biggest constraintright now in Solar Roof ramp is getting enough installers on board and trained and experienced. We've made a lot of progress on this in Q3, and we're continuing to hire. The next question comes from Carl Peterson, Director of Engineering. The question is: Does Tesla's tabless cell design allow for significantly higher peak charging rates?",neutral,0.787928283,Energy Generation and Storage
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. Our first question will come from Rod Lache with Wolfe Research.Rod Avraham Lache - Wolfe Research, LLC - MD & Senior AnalystJust wanted to ask about the targets from your Battery Day. Looked like you could be approachingsomething like 20 million vehicles by 2030 if you hit those goals. Could you maybe share with us alittle bit more of a midterm target, like where would you be by 2025? And maybe give us a little bitmore insight into the investment required to get there, just to put that extra $2 billion to $2.5 billionper year into context. Elon Musk: The tricky thing with trying to predict things midway through an exponential isthat if things are doubling every year or even just growing 50%, then if you shift 1 -- plus/minus 1year, it has a huge effect on the number.",neutral,0.743774682,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. We're trying to spend money at the fastest rate that wecan possibly spend it and not waste it. We willcertainly waste some of it, but trying to waste, not to waste too much of it,. this is very difficult. Butotherwise, we just try to spendMoney as quickly as possible in a way that is sensible and yieldsmore value than it costs. It's pretty lowcapital but has very high return. I don't know. But I just know like, hey, if we're trying. to make progress andnobody's got the machines that we need, we've got to make it, so we do. But other than that, we're like really just trying to not waste toomuch of it.",neutral,0.503807575,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorI mean totally free, well, I think probably -- I think even if it was free, we wouldn't put it on. Amazon appears to be investing and building an autonomous or electrictransport network of some ilk through some organic investments, but also Zoox, Aurora, Rivian, etcetera. I mean I don't know how much he cares about this, but I guess, he sure is investing a lot of money init. If you care about autonomy, you need to focus onvision because the entire road system is based on passive optical. So you have to solve passiveoptical for -- to have a self-driving system that is a generalized solution. And once you solvepassive optical, you've solvedSelf-driving, so why bother with anything else?",neutral,0.604329541,Full Self-Driving
"Zachary J. Kirkhorn - Tesla, Inc. - CFOSure. On your question about FSD, there was a small amount of that deferred revenue release. It'snot particularly material in the $10 million range for the quarter. With respect to product margins,what we're seeing across the board is just continued reduction in cost, really across every product.Shanghai continues to make good progress there. Model Y cost is also coming down quite quicklyas we ramp that. But we've guided in the past that Model Y costs should be roughly equivalent to theModel 3 built in Fremont costs. But it's not quite there, and it's also a bit of a moving target. And then just as a follow-up, I wanted to ask about your strategy in Europe. And how flexible are you going to be on pricing to generate incremental regcredit.",neutral,0.630239338,Automotive
"I mean, we've been in a position forsome time now where we are prioritizing where in the world we send our production. And there'sdifferent factors to that depending upon when different product changes are made, what the logisticsrouting looks like, different things going on in different markets. I mean what we're trying to do as fast as we possibly can is get production uphigher so that we're not in aposition of needing to prioritize again. There are -- yes, I think that getsat the sentiment of your question. But we are in a. position where weneed to prioritize, and we're doing it as quickly as we can to getproduction up higher so we don't have to do it again. But there are a number of factors that go into that, as well.",neutral,0.693248659,Automotive
"Elon Musk: I do think there will be other car companies. I don't think we're going to be the only one. So Tesla, we design and build. We're very vertically integrated. So we'redesigning and building so much more of the car than other OEMs who will largely go to thetraditional supply base and like I call it, catalog engineering. So it's not very adventurous, and itbasically ends up like older products end up looking the same. And so you kind of need to make new ingredients, new parts, and then you need --then there's no machine to make those parts. So you have to make the machine that makes the part. And which we're not now, we certainly will be.",neutral,0.568823591,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes, I think you're probably right about that. I mean we're already seeing this in Australia, where we're seeing behind-the-meter aggregationthat is providing grid services back to the grid, which effectively reduces the price to the customerand reduces the prices for the grid operator. So you're seeing this trend happening across the globe. And it's going to be at the residential level as well as the wholesale level. So Megapack on one endand then Powerwall on the other side. Those 2 working together in tandem and the software layeron top of it, Autobidder being that, that really is going to help make the grid more efficient usingthe hardware platform and software together. And the follow-up question was, during the Battery Day, you talked about this cellvehicle integration approach. It's very interesting.",positive,0.483892322,Energy Generation and Storage
"Elon Musk: We're trying to make the car like you'd make a toy. If you had a toy model car, howwould -- and then it's got to be real cheap and look great, how would you make that? You'll cast it. And that's how it's done. It would be absurd to make it up of tiny little pieces of stamp metal joinedin complex ways. So it's sort of a natural thing to do. And then the same goes for using the energy storage, the battery as a structure, which is done foraircraft wings and for rockets. But like I wouldn't think ofthis as like it's like an overnight transition, it's several years. It's not like existing cars stop having value. But if you havea structural pack, where the pack is contributing structural value to the car, thenanything that doesn't do that is going to have to have",neutral,0.546443194,Automotive
"Elon Musk, Zachary Kirkhorn and a number of other executives will discuss Tesla's Q3 2019 Financial Results and Q&A Webcast. During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today. Actual events or results coulddiffer materially due to anumber of risks and uncertainties, including those mentioned in our mostrecent filings with the SEC. Please be advised that today's conference is beingrecorded. I would now like to hand the conference to over your speaker, Mr. Martin Viecha, Senior Director of Investor Relations. Please go ahead. Mr. Viecha - Tesla, Inc. - Senior Director for IR",neutral,0.820597261,Automotive
"We're also ahead of schedule on Model Y preparations in Fremont. And we'vemoved the launch time line from fall 2020 to summer 2020. I'm not aware of any factory ofthis magnitude in history being constructed in such a short period of time, approximately 10months. We're planning to build Model Ys in Shanghai as well, of course, and build aGigafactory in Europe. We hope to announce the location of that Gigafactory before the end of this year. And yes, lastly, we're highly focused on decisions that really make a material difference to thecompany such as opening Gigafactories in other continents. And this really is just the beginning as we collect more data and Autopilot and FullSelf-Driving functionality gets better.",positive,0.618526354,Automotive
"Zachary Kirkhorn - Tesla, Inc. - CFOYes. Thank you, Martin. Q3 was a great quarter for Tesla. I know manyemployees are listening right now, and I want to thank you for your passion and your hard work. We've made terrific progress, and yet again, we realized margin improvement in nearly every aspect of the business. Model S and X ASPs increased even accounting for revenue deferrals related to free unlimitedsupercharging. And Model 3 ASPs declined slightly driven by mix in Asia, pricing action inEMEA. We realized improvements in labor hours per vehicle as well as othercosts such as warehousing, logistics, delivery and import-related items. We're also makingcontinued progress reducing material costs, including commercial negotiations with suppliers. And I think this product is going to be incredible. But we'll talk more aboutthat on the official product launch, which will be tomorrow afternoon.Martin Viecha - Tesla,. Inc.  Senior Director for IRThank you very much.",positive,0.923896253,Automotive
"The first phase of Gigafactory Shanghai is already production-ready, and we've been able to pull inthe time line for other major projects. In the last 3 months, we relaunched Tesla solar in North America by simplifying our solar offeringinto 3 sizes of small, medium and large. And our energy storage deployment, which includes Powerwalls andPowerpacks, grew by 15% to an all-time high of 477 megawatt hours. We remain focused on reducing cost, which enables rapid investments infuture programs and growth. Overall, we are quickly turning the corner for our next phase of growth, and our financial healthcontinues to strengthen, Martin Viecha said.",positive,0.778365284,Energy Generation and Storage
"Elon R. Musk - Tesla, Inc. - Founder, CEO & Director$0.5 billion of unrecognized revenue. The intent behind what was a very tiny acquisition, was to, Ithink, slightly accelerate FSD. That's the intent. And hopefully, that will turn out to be true. The second question, we've already answered regarding Model Y delivery. So we'll jump tothe third question from Craig. News reports suggest that Gigafactory 3 already -- may already beproducing Model 3s for Chinese markets. And the last question from institutional investors is, can you provide an updateon FSD package attach rates? As FSD attach rates improve, will you let the financial benefitsmanifest in higher gross margins for company and shareholders? Or will you lower the price todrive delivery",neutral,0.5096021,Full Self-Driving
"Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorYes. Could you please update us on the productionexpectations for Giga 3 and confirm purpose of the second building now being built? Is that forbattery production as suggested by some press outlets? We're in trial production of Model 3. We're basically sending cars through the system, andwe're ramping rapidly. The second building is, indeed, for battery and module production. And that's probably going to --because there's obviously a bunch more construction beyond what's already there becauseobviously, we need to build out facilities for Model Y production at Shanghai as well. Martin Viecha - IROkay. The next question from retail investors is, can you update me on the initial results of Tesla carinsurance? Is there a time line to expand it nationally and internationally?",neutral,0.729887903,Automotive
"There's skepticism regarding your comment thatthe Full Self-Driving will be feature-complete by year-end. Could you please talk to this and perhaps give us alist of features that establish the FSD baseline?Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorFeature-complete, I mean, it's able -- the car's able to drive from one's house to work, most likelywithout interventions. So it will still be supervised, but it will be able to. drive -- it will fill in the gapfrom low-speed autonomy with Summon. We've got high-speedautonomy on the highway. And we've got intermediate speed autonomy, which really just meanstraffic lights and stop signs. It means mostof the time. And then there's another level which is that we think it's -- that from a Tesla standpoint, we thinkthe car is safe enough to be driven without supervision.",neutral,0.69955945,Full Self-Driving
"Zachary Kirkhorn - Tesla, Inc. - CFOYes. We're working very hard to limit the ramp inefficiencies, but certainly, fixed costabsorption and having all of the labor ready as we ramp will have an impact on Q4. And on the margin improvement, as I mentioned inmy opening remarks, S and X average selling prices increased from Q2 to Q3. And so I think there'sa bunch of good work from the team on that in Q3, which flowed through on our financials. And cost reduction has just remained a huge focus for us. It's hard to underestimate how much ofthat has been ingrained in the culture of the company.",positive,0.570773378,Automotive
"Foreign exchange is just something that, since we don't hedge, it has an impact. And it comesand goes every quarter. So we'll have to see if the quarter plays out the effect that, that has. But we did want tocall that out specifically and the dollar value around that as we know there's been speculationaround the impact for the quarter. It's not a large number, but it's something that we're looking at, and we'll see how it plays out in the next few weeks, if not months, if that's what you want to think about. But it's not something that's going to be a big factor in our results for the next quarter.",neutral,0.732719183,None of the above
"Zachary Kirkhorn - Tesla, Inc. - CFOThat one is also difficult to forecast. At least based on the plans that we haven't, we're expecting it to be roughly in line with where Model 3 is coming out of our Fremontfactory. There's still a bunch of work around cost optimization in the factory after we launch withramp inefficiencies. And we'redefinitely open to supplying batteries and powertrains and perhaps other things to other carcompanies. So it's something we'reopen to. As I think a lot of people know, we open-source our patents so that those would not serveas an obstacle to the adoption of electric vehicles.",neutral,0.646331906,Automotive
"Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorWell, the goal for the infotainment system is to say what's the most amount of fun you can have in acar, which I think is -- I don't think other car companies really think about it that way. And obviously, as autonomy gets better and better, that is going to become much moreof an entertainment opportunity. So we'll see where that leads. But that's what we're after. It's ourgoal. And I guessmaybe there's some way to monetize it but we haven't really thought about it. But our goal is just to make -- try to say. what is the most fun you could possibly have while you'rein your car. And that's just a lot of time. We want it to be fun andentertaining in reference to something that you love.",positive,0.635242224,Automotive
"When people had CRT TVs, there's no cathode ray tube TVs, the sales ratewas just basically a replacement rate. But when flat screens came out, there was a big step-change in demand. And I think we'll see the same thing with electric vehicles, which is that the -- it's not just people arejust buying a car just because their last car wore out. They'll buy an electric car because it's afundamentally better car, and especially if it's got self-driving. It's a huge leap from the CRT to the flat screen to the electric car. It will take a long time for people to get used to the idea of buying a new electric car, but it will be worth it in the long run, says Ford's Jim Buesseler.",neutral,0.543128043,Automotive
"Your next question comes from Pierre Ferragu with New Street Research. Pierre, I was wondering how your thinking has evolved on Model S and Model X. It looks like the deliveries have stayed to the levels of the previous quarter. So how are you thinking aboutthese 2 models going forward? What's the strategy you have in mind? And then I have a quickfollow-up on the Model Y .Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorWe can't hear you. It's very quiet so we can't see you.Pierre C. Ferragu - New Street research LLP - Global Team Head of Technology Infrastructure. Elon, can you hear me well? Elon Musk: It's muffled, but we'll try. Pierre: Can you hear us well?",neutral,0.822121531,Automotive
"Zachary Kirkhorn - Tesla, Inc. - CFOYes. I mean it's just that. I agree. They're absolutely phenomenal cars. And we are increasingproduction on kind of S and X lines for this quarter in response to increasing demand. And so Ithink part of the story here is, as we've launched, ramped and stabilized Model 3, that consumes alot of the attention around the company. But now that -- as that has stabilized, we're able to focusour attention and balance that between S andX and Model 3. So the delivery numbers in Q3 understated the interest in the product for that quarter. Wecontinue to see strength in the order rate, which we anticipate will be reflected in S and x deliveriesin Q4. And yes, so a5% improvement for all 3 customers and 3% for S & X. And there's also the single-pedal driving that will improve the range as well.Andrew D. Baglino - Tesla - CTOYes. Very excited about that. It's going to -- it's an improvement in comfort and feel.",positive,0.83989653,Automotive
"Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorYes. It might move the Model S range to almost 380 or high 370s with the update.Pierre C. Ferragu - New Street Research LLP - Global Team Head of Technology Infrastructure. Just a quick one on the Model Y . So I was wondering if you -- what you've learned withthe S and X makes you think maybe when you launch Model Y , you'll have some cannibalization ofdemand of the Model 3? And have you started to think about that and how to approach it? Elon Musk: I don't think -- we're not expecting to see cannibalized of Model 3.",neutral,0.750930995,Automotive
"Elon R. Musk - Tesla, Inc. - Founder, CEO & DirectorWell, I think from a percentage basis, solar will grow the fastest, but storage will also grow high ona percentage basis. I think both, over time, will grow faster than automotive. And I think especially if you look at like year-over-yeargrowth, it will be absolutely incredible,I think. From one quarter to the next, there might be somefluctuations due to seasonality or some short-term part shortage or you name it, but it could be, overthe course of, say, a year, gigantic increase. Yes, that's, unfortunately, all the time we have today.",positive,0.723792791,Energy Generation and Storage
"Elon Musk, Tesla Chairman and CEO; J.B. Straubel, our CTO; and Deepak Ahuja, Tesla's CFO. We announced our financial and operational results today in a shareholder letter that is available at thesame link as this webcast. Revenues and costs associated with cars leased directly through Tesla aretreated the same in our GAAP and non-GAAP financial information. During our call, we will be discussing our business outlook and making other forward-lookingstatements, which are based on our predictions and expectations as of today. Actual events or resultscould differ materially due to a number of risks and uncertainties, including those mentioned in our mostrecent Form 10-K filed with the SEC.",neutral,0.844364137,Automotive
"The production ramp just scales exponentially, depending upon where thatexponential curve falls across a quarterly boundary. So that's why it's like -- it's easy --it's a lot easier to predict it sort of continuous than if it's discrete with offshore [ph] quarterly cut-offs. But I really think the X is going to be --It's really going tobe a great car. I just drove the latest prototypetoday, and it'sLike, wow, this is by far the best SUV. And yes, so I'm feeling pretty goodabout things. But because that production rampJust scales exponentially. It can actually make quite significant -- make quitea significant effect on the production and deliveries in that quarter.",positive,0.91961816,Automotive
"The amount of credits, ZEV credits, we earn depends on the size of the pack, different for what we'redoing for the 60 versus 85, and now the new ones at 70. That has been varying over time, the amount ofZEV credits we earn. And as more of our production goes overseas, obviously, there's no ZEV statesoverseas. So this islike -- the ZEV stuff is like an increasingly small part of the picture over time.Elon R. MuskCo-Founder, Chairman, Chief Executive Officer and Product ArchitectYes. We've steadily increased the invitation list. We just found like it's -- there just is not a lot ofinterest in people doing pack swap. It's not a big deal, yes.",neutral,0.673778087,Automotive
"SolarCity's comments, Ithink, need to be put in the regional context. SolarCity is only operating in the U.S. and the power wall, it will be available from SolarCity and fromother installers in both configurations. But if someone is doing a daily cycling application, they're doing itout of -- because they specifically want grid independence. And there's some number of people who willwant to do that, and that's good. But it's also important to appreciate like even to say the power backupsystems, so that you always have power in the event of a power outage, if -- like let's say that appealsto like like 2% of households in the United States or 1%. Let's say 1%, that's 1 million households.",neutral,0.63622269,Energy Generation and Storage
"Elon R. Musk: Ithink we'll see demand for stationary storage as measured in sort of megawatt hours or gigawatts hoursto be approximately double that of the car. That's our best guess for long-term demand yet. And then in terms of volume, I mean, we're going totry to scale it as fast as we can -- as the slowest manufacturing constraint. And there's just one's meant for, call it maybe 60 or 70 cycles per year. And the other one ismeant for daily cycling -- daily deep cycling, so it's 365 cycles a year. So thebackup power chemistry is quite similar to the car, which is like a nickel cobalt aluminum cathode. Thedaily cycling control [ph] constituent is nickel manganese cobalt, so there's quite a lot of mangenesein there.",neutral,0.618864179,Energy Generation and Storage
"Elon R. Musk: We're trying to figure out if we can go from like our current production target of like 35 gigawatthours at cell level and 50 at the pack level in our Nevada plant. We could easily have the entireGigafactory just do stationary storage. It's like wow, okay, we need to make cars, too. So we should try to make the factory bigger. It seems like the logical thing to do, so we're going to probably try to do that, yes.Jeffrey B. Straubel: There's definitely a lot of commonality in the supply chain and evenin the manufacturing base on how we do the modules themselves for the Tesla Energy products.",neutral,0.585814655,Energy Generation and Storage
"If anything, it's quite over-engineered for a battery pack that doesn't have to move. It gets mounted onyour wall. So I think that's going to be a great benefit for reliability and just longevity of the pack.Jeff EvansonVice President of Investor RelationsAnd one for Deepak. Would you be willing to provide any breakdown of the capital -- the CapEx spendingin Q1?Deepak AhujaChief Financial OfficerThe CapEx Spending was primarily driven by the capacity expansion that we're doing for Model X,including the tooling spend. And then, of course, we are putting in the new paint shop, which is a verysignificant investment. That will be ready in Q3. Andthen we have also had investments in the Gigafactoryand our sales and service network. That's probably the order in which we've been spending.",positive,0.620215058,Energy Generation and Storage
"Elon R. Musk: We've looked at pretty much every chemistry couple that could possibly be relevant for this. We're confident what we're using is going to be the best. But if there's something better, we can alsoadjust and change over time. So there's a lot of flexibility.Jeffrey B. Straubel: We have multiple lines operating inthe Gigafactory, so if one line is building nickel cobalt aluminum chemistry and another is building Nickelmanganese cobalt, that still works just fine. A lot of the cell assembly and then the processes that happenafter that are almost identical.",positive,0.700116754,Energy Generation and Storage
"If you had the capacity today, how long would do you think it would take for you to get to that15 gigawatt hours? Also related to this business, it seems like you're using third parties for most of thedistribution, installation. So if you achieved maybe a 20% gross margin, can you pass along any thoughts on how we should be thinking in terms of SG&A is allocated?Elon R. Musk: I think it's pretty early days to -- I mean, we're being super-speculative at this point. So it's...Jeffrey B. Straubel: We're only focusing on that approach for power wall in most case-- in most cases.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay, got it. On the auto business, do you have any preliminary expectations on the mix of the 70Dversus 85? Any Thoughts on how that affects margins? And lastly, a question for Deepak. He asked about the fact that a DC/AC inverter is already there for solar. So I think maybe one way to think of it is, if the battery pack, the power wall,with its internal DC to DC converter, can act much like a solar panel",neutral,0.809584677,Energy Generation and Storage
"In the past,we were able to look at your supplemental information on leasing where you disclose the value of theleases delivered and the value that you're booking this at on the balance sheet. And it sort of approximated your gross margins, but this quarter, when you do the math, the impliedmargins were something like 44%, not like 29%, 30%. Is there something unusual there?Deepak AhujaChief Financial OfficerI'll answer the second one. No, there's nothing unusual in those numbers as the overall. What you'reseeing in the supplemental information is the new cars we've delivered. What's coming through ultimatelyis the cumulative impact of all the leasing that we have done.Elon R. Musk: It's still pretty early to be predicting mix because you have to distinguish between what's sort ofinitial demand versus sustained demand. So I mean, it looks like there may be -- going to be comparablenumber of 70s versus 85s. But it's difficult to -- this is extrapolating on very little information.",neutral,0.778879046,Automotive
"Some of the different revenue streams you're talking about are kind of mixed between power pack andpower wall. The BMS system lives inside the battery pack in both cases. In some cases, the inverter may be the system that's deciding how tomanage energy in the overall house. And in terms of the size, we really -- for power wall again, we optimized the size around whatwas the most common photovoltaic size and also what we felt was kind of the smallest modular incrementfor backup. Having10 kilowatt hours doesn't mean that you can't very easily put in 20 or 30 or 40. But we felt 10 kiloatt hourswas the lowest kind of common element.",neutral,0.691179723,Energy Generation and Storage
"Elon R. Musk: It's possible. All we know rightnow is like we have demand, like, well in excess of our production ramp. Andyes, that's where we get to like the kind of 2 billion power pack number. That's kind of the number you need to get to go fully electric. Butwhere things -- how things track between now and then, it's difficult to predict. But ultimately, we thinkthings will get there, it could take a long time, but that'skind of where we think things will end up. That was sort of our global macro calculations. And yes, that is where we're headed, but where things will get to is hard to predict right now.",neutral,0.582762748,Energy Generation and Storage
"Elon R. Musk: We're doing quite a bit of advancedwork on Model 3, but this just doesn't amount to a lot of CapEx. CapEx comes at a later stage when you have all the designs finalized. We are hoping to show off the Model 3 in approximately March of next year. And then be in production with Model3 in the -- I'd like to say mid, but probably closer to the late 2017 time frame.Brian Arthur JohnsonBarclays PLC, Research Division. Does that mean you might be delaying some Model 3investments? Or just the other things kind of swamp it? Musk: It might. I mean, it would be nice to get like maybe a couple of quarters of experience after making the big announcement.",neutral,0.675176084,Automotive
"Elon Musk: Starting Q1 next year, that's our plan for all the stationary or all the Tesla Energy products. It would just be built, actually, it's just right there, not even go to Fremont, really. Late 2017 is probably morerealistic.Brian Arthur JohnsonBarclays PLC, Research DivisionOkay. And in the meantime, the Gigafactory sounds like it may be ramping up faster. But perhaps, thosebatteries could go not just to FremONT cars, but Fremont stationary storage -- or to stationary storage,not necessarily touching Fremont.",neutral,0.599515319,Energy Generation and Storage
"Elon R. Musk: We have actually -- we just did a big thing in Europe through Germany. And there is like quite a big a tour happening from Slovenia, I think, through most of Europe. So there's actually quite a lot happening. Actually, our sales in Europe lately have been pretty, prettygreat. I mean, like, yes, really strong.Deepak AhujaChief Financial OfficerAnd we did the tour in Germany, too -- in Europe, too, sorry, with your motor. The 85D has been a big hit in Europe. And yes, we're establishing a big casting foundry and machining facility there. So that's -- yes, that's what's happening in Lathrop primarily.",positive,0.829344094,Automotive
"The fourth quarter cash flow guidance does not include income from those warehouse facilities to offset leased vehicles. The price increase that we've announced is not going to help us in Q2 given our book ofbusiness. And so ourreal cash flow in Q1 was driven by the strong CapEx spend ahead of the Model X launches, the way wetend to look at the business internally. The other quick question I had is just I was a little surprised by the-- I think you guys had obviously very good gross margins this quarter relative to some of the headwinds you were facing. And I guess I was surprised to see that x ZEV, they go from 26 to 25.",negative,0.592651159,Automotive
"Elon R. Musk: The FX was really -- that was really a tricky thing to deal with. We had a quite strong European sales. And then the FX impact was quite significant. It's going to primarily affect us in Q3.Deepak Ahuja: And to your point, and maybe this is a broader comment to make, that as we look at our Q1 non-GAAP loss that we have of $45 million, a big chunk or most of it could be attributed to the dollar strengththat has happened over the last 6 months.Patrick Kenehan Archambault: Are you close to optimizing that? Or is that something that can be kind of exercised more?Elon Musk: About 60%of the car, maybe a little more than 60%, is U.S.",neutral,0.590218991,Automotive
"Elon R. Musk: This really is a North American built car, like not -- for real. So it would -- we may have -- we certainlyhave, like, lots of, say, European companies that supply us, but they will supply us from plants in the U.S. or Canada or sometimes Mexico. But it's like -- because I'm looking at the names of thesuppliers, but not -- what matters is where -- not the name of the supplier. If their headquarter's inGermany, but where is the plant? So yes. I've got to go into another meeting, so if there are... Musk: Iactually thought it would be higher than that.",neutral,0.715795994,Automotive
"Elon R. Musk: Probably 3 months from now -- no, actually, I'm sorry. We're in May, so it's like -- this is probably Julyis when we'll ask people to do the configuration. And it will be very similar to the S, like, it's not going tobe super -- no big surprises there. It's very like a sports car even though it's an SUV, with battery packs in the oil pan.Benjamin Joseph KalloRobert W. Baird & Co. Incorporated, Research DivisionJust on the Model X, when we could see that?Jeff EvansonVice President of Investor RelationsElon, do you want to talk about Model X? We've had a number of questions here from investors.",neutral,0.68467179,Automotive
"The performance is just surreal. It's like nothing else is comparable. And it's gotincredible acceleration because there's like basically a performance version of it like there is for the P85D. Jeff EvansonVice President of Investor RelationsGreat. Thank you, everyone, for joining us this afternoon, and everybody have a great night. Bye-bye, and we'll talk to you all next quarter. Back to Mail Online home. back to the page where you came from. Back into the page you come from, back to MailOnline home.",positive,0.918150991,Automotive
