Date,Content
2019-04-23,New York auto show previews Tesla's future competition with more than 40 electrified vehicles. https://t.co/m0PCS98QGm https://t.co/ZEFjQ00JIE
2019-04-23,"“I feel very confident predicting autonomous robotaxis for Tesla next year,” Elon Musk said on stage at the Tesla Autonomy Investor Day yesterday. https://t.co/bag4pUfwsm https://t.co/TElsOwRnOX"
2019-04-23,"“If you buy a car that does not have the hardware for full self-driving, it is like buying a horse,” Elon Musk said. “And the only car that has the hardware for full self-driving is a Tesla.” https://t.co/W0f9VXPp8f"
2019-04-23,"Tesla CEO Elon Musk is just like P.T. Barnum, says @MadMoneyOnCNBC's Jim Cramer. “He’s P.T. Barnum. P.T. Barnum packed the seats.” https://t.co/Ij2kMc77ik"
2019-04-23,"Elon Musk emailed employees about how great Tesla's autonomy day was, but the plan has lots of holes https://t.co/nZxJvmFvsQ"
2019-04-23,Why Tesla is such a battleground stock https://t.co/ffOHgqOnYm
2019-04-23,New York auto show previews Tesla's future competition with more than 40 electrified vehicles https://t.co/x6cYuz2Whv
2019-04-23,"“I feel very confident predicting autonomous robotaxis for Tesla next year,” Elon Musk said on stage at the Tesla Autonomy Investor Day yesterday. https://t.co/bag4pUfwsm https://t.co/ABS5XKzDL5"
2019-04-23,"Elon Musk claims Tesla will have 1 million robotaxis on roads next year, but warns he’s missed the mark before. https://t.co/bag4pUfwsm"
2019-04-23,"Wall Street calls Tesla's autonomous plan 'half-baked,' doubts it can beat Lyft, Nvidia and Google https://t.co/fFC0gPaGZN"
2019-04-23,"Stocks making the biggest moves premarket: Tesla, Coca-Cola, Twitter, Verizon, Hasbro &amp; more https://t.co/ivMc3jwFIT"
2019-04-23,Elon Musk: Any other car than a Tesla in 3 years will be like 'owning a horse' https://t.co/dtcvZBdxdh
2019-04-23,Elon Musk says Tesla robotaxis will hit the market next year https://t.co/7wUhAGdcaD
2019-04-22,Elon Musk says Tesla robotaxis will hit the market next year https://t.co/PpGayfxsdp
2019-04-22,"Stocks making the biggest moves midday: Kimberly-Clark, Boeing, Tesla &amp; more https://t.co/jLe7fk49F3"
2019-04-22,Tesla downgraded at Evercore on slowing demand across all models https://t.co/0tcN08hi2n
2019-04-22,"Stocks making the biggest moves premarket: Bed Beth &amp; Beyond, Tesla, Boeing, Amazon &amp; more https://t.co/OH3fg3b0ZV"
2019-04-22,Dow futures under pressure | Another Dem enters 2020 race | Tesla probes car fire https://t.co/5keYkCNFDB
2019-04-22,Tesla investigating apparent explosion of parked car in Shanghai https://t.co/b0qx9c1LEb
2019-04-20,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/zitm5aljNv
2019-04-20,Russia has their answer to the Tesla. And it's made by the people behind the AK-47. https://t.co/N5EStMcT2h https://t.co/19dtSWM4Sc
2019-04-20,"""If you can put together Legos you can put together a Tesla,” says this Tesla owner who decided to take repairs into his own hands. https://t.co/M4RaWeLkiO https://t.co/Z4vwVuSHNf"
2019-04-18,"SEC, Tesla CEO Elon Musk seek one-week delay to resolve contempt motion https://t.co/XALsWMGaog"
2019-04-18,Russia has their answer to the Tesla. And it's made by the people behind the AK-47. https://t.co/N5EStMcT2h https://t.co/xpMqTaBTIZ
2019-04-17,"Here are the biggest analyst calls of the day: Qualcomm, Tesla, Chipotle, Tiffany &amp; more https://t.co/qSPmA8EvhU"
2019-04-16,Can you save money and the planet by owning a Tesla or another electric car? https://t.co/rg2Jy9Ofo6
2019-04-12,Hedge fund manager David Einhorn slams Tesla: 'The wheels are falling off' https://t.co/Ruox2GVk6y
2019-04-12,"Stocks making the biggest moves premarket: JP Morgan, Apple, Disney, Boeing, Tesla &amp; more https://t.co/XpKq8gU3AS"
2019-04-12,Tesla starts offering leases for Model 3 https://t.co/dY1hz5jeEf
2019-04-12,"Tesla was close to death in 2018 during the Model 3 push, Elon Musk said. https://t.co/SeO4YHDOcY"
2019-04-12,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/g0bJ4bdXcM
2019-04-11,"Stocks making the biggest moves midday: Tesla, Fastenal, Bed Bath &amp; Beyond &amp; more https://t.co/pKPpRtSkC4"
2019-04-11,Tesla and Panasonic reportedly freeze spending on $4.5 billion Gigafactory https://t.co/WjB2ObMlNP
2019-04-11,"Stocks making the biggest moves premarket: Tesla, JetBlue, Costco, Marriott, Stitch Fix &amp; more https://t.co/3NzGMW9qg3"
2019-04-10,"Stocks making the biggest moves midday: Under Armour, Tesla, Lyft, First Solar &amp; more https://t.co/8UNDuCJqDL"
2019-04-10,Tesla shares jump as US lawmakers begin push to expand federal electric vehicle tax credits https://t.co/z0vrgm2nXF
2019-04-09,Tesla can now drive itself through a parking lot to pick you up via @CNBCMakeIt https://t.co/5fMeyITH5T
2019-04-08,Morgan Stanley cuts Tesla price target and lowers Model S and Model X sales forecast. https://t.co/D8KAz1mN3x https://t.co/BI0W72mAnT
2019-04-08,Morgan Stanley cuts Tesla price target and lowers Model S and Model X sales forecast https://t.co/2MCWDJDaMM
2019-04-07,This electric semi is trying to beat Tesla to market. https://t.co/LOKYCE2n6o https://t.co/r4FiyxLpIJ
2019-04-07,"Tesla cars keep more data than you think, including this video of a crash that totaled a Model 3 https://t.co/YM3FJIJ5gc"
2019-04-06,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/Jp9VnbZnsL
2019-04-05,A federal judge asked Tesla CEO Elon Musk to try to work out an agreement with the SEC in the next two weeks after the agency alleged that Musk violated an agreement they struck last year. Here's what you need to know. https://t.co/2vzCoZX56g https://t.co/ACQS26GYIA
2019-04-05,A federal judge asked Tesla CEO Elon Musk to try to work out an agreement with the SEC in the next two weeks after the agency alleged that Musk violated an agreement they struck last year. Here's what you need to know. https://t.co/2vzCoZX56g https://t.co/ISxVqmATwT
2019-04-05,"Stocks making the biggest moves premarket: Tesla, Viacom, Intel, J&amp;J, Amazon &amp; more https://t.co/nUBIuIyBGh"
2019-04-05,Sheryl Crow gives Elon Musk Tesla advice on Twitter after she gets stuck in a parking lot via @CNBCMakeIt https://t.co/jEqlPvZNAq
2019-04-05,"“I think Elon is arguably the greatest living inventor on the planet but he hasn’t shown he can run a publicly held automobile company."" 4 experts break down the dip in Tesla's stock, and what could be next for the electric car giant. https://t.co/7MhNw7AoXd"
2019-04-05,"Tesla was close to death in 2018 during the Model 3 push, Elon Musk said. https://t.co/xN6noUVie0"
2019-04-04,A federal judge gave Tesla CEO Elon Musk and the SEC two weeks to work out their differences today. https://t.co/4nwGCiSEx8 https://t.co/Rx9eHlnBWP
2019-04-04,"“I think Elon is arguably the greatest living inventor on the planet but he hasn’t shown he can run a publicly held automobile company."" 4 experts break down the dip in Tesla's stock, and what could be next for the electric car giant. https://t.co/gzreEmChCs"
2019-04-04,"As Tesla plummets, four experts weigh in on what comes next https://t.co/TZGZf1og6P"
2019-04-04,Tesla shorts betting against stock up nearly $800 million on day as Musk arrives in court https://t.co/2svSOVvEx4
2019-04-04,Tesla's Elon Musk enters Manhattan courthouse in showdown with SEC https://t.co/ZQbEmpHTny
2019-04-04,"Stocks making the biggest moves midday: Tesla, Facebook, Red Robin &amp; more https://t.co/zftjDAGPeD"
2019-04-04,Tesla delivery numbers indicate 2019 will be a rough year https://t.co/rNT5HnUUjx
2019-04-04,"Stocks making the biggest moves premarket: Boeing, Tesla, JP Morgan, Netflix, Disney &amp; more https://t.co/trkJZr6of5"
2019-04-04,JP Morgan says Tesla just undermined Elon Musk's defense against the SEC https://t.co/BaBrMx1n2M
2019-04-04,Stock futures stall | Tesla shares tanks | Dimon defends capitalism https://t.co/l0NXHj6xEn
2019-04-04,Tesla plunges nearly 8% after analysts say deliveries were 'substantially worse' than expected https://t.co/BHrPshtBsZ
2019-04-04,"Tesla ships 63,000 vehicles in Q1, missing expectations https://t.co/ujCghhP1rb"
2019-04-04,"Tesla ships 63,000 vehicles in Q1, produced 77,100 https://t.co/OrCH2Dg4wj"
2019-04-03,"LinkedIn Editor-in-Chief @danroth explains why job seekers would apply to work at places that get bad press, like Tesla and Uber. https://t.co/8h3XdVigh5 https://t.co/XtIlofoWct"
2019-04-03,"LinkedIn Editor-in-Chief @danroth explains why job seekers would apply to work at places that get bad press, like Tesla and Uber. https://t.co/8h3XdVigh5 https://t.co/y0wnMbZWgU"
2019-04-02,"Your autopilot might not always take you where you need to go, especially now that hackers have figured out how to ""trick"" Tesla's autopilot feature into going into the wrong lane. https://t.co/mWSScgwjpi https://t.co/YpEzuGj49m"
2019-04-02,Cramer: Charts show why Tesla's stock could be set to rebound https://t.co/rJrMweoue8
2019-04-02,"Your autopilot might not always take you where you need to go, especially now that hackers have figured out how to ""trick"" Tesla's autopilot feature into going into the wrong lane. https://t.co/mWSScgwjpi https://t.co/L3IvMF9Hi0"
2019-04-01,"Tesla was close to death in 2018 during the Model 3 push, Elon Musk said. https://t.co/oSeiqwdinK"
2019-03-31,"Elon Musk’s extreme micromanagement has wasted time and money at Tesla, insiders say. https://t.co/GO4kLMnX2M"
2019-03-31,"Tesla cars keep more data than you think, including this video of a crash that totaled a Model 3. https://t.co/5Es5bTofdV"
2019-03-30,This man was so fed up trying to get his Tesla fixed that he ended up doing it himself. https://t.co/mnckeOZKcp https://t.co/VaKHPQXAOv
2019-03-30,This engineer lived in an RV in Tesla's parking lot — now he's on a quest to build electric planes https://t.co/RrL7WO69PH
2019-03-30,"Meet the entrepreneur and former Aston Martin designer who is taking on Tesla with an ""affordable"" battery-electric SUV. https://t.co/0L06bLjFxH https://t.co/6cmP3YS2Z6"
2019-03-29,"Earlier this week, Elon Musk sent his second email this month to employees explaining Tesla’s store closure plan. https://t.co/6giuO3BqpI"
2019-03-29,"Tesla cars keep more data than you think, including this video of a crash that totaled a Model 3 https://t.co/e9fNosAzo5"
2019-03-29,Here's how this YouTuber referred $10 million in sales to Tesla—and won a free car: https://t.co/XldkrS32qi via @CNBCMakeIt https://t.co/2D6d8jfdjo
2019-03-29,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/Z3Nzj9ka4L
2019-03-28,Elon Musk just sent his second email this month to employees explaining Tesla’s store closure plan https://t.co/0B66SpTQpj
2019-03-28,"Meet the entrepreneur and former Aston Martin designer who is taking on Tesla with an ""affordable"" battery-electric SUV. https://t.co/jdFPGaU2sk https://t.co/e3A1Ok2Mwj"
2019-03-28,"A Tesla rival in China wants at least $500 million in funding, and it may try a US IPO https://t.co/C4u620DeOQ"
2019-03-27,"Meet the entrepreneur and former Aston Martin designer who is taking on Tesla with an ""affordable"" battery-electric SUV. https://t.co/T2xW4Ew1HO https://t.co/MSQS5UnRnE"
2019-03-27,Automotive designer/entrepreneur Henrik Fisker is ready to take another shot at Tesla  with a new Model Y fighter. https://t.co/Ble1WucOPE
2019-03-27,Elon Musk just sent his second email this month to employees explaining Tesla's store closure plan https://t.co/zaGfLJKii6
2019-03-27,"Meet the entrepreneur and former Aston Martin designer who is taking on Tesla with an ""affordable"" battery-electric SUV. https://t.co/8L5gn18UMa https://t.co/LTZNpekeAa"
2019-03-27,"Xpeng Motors, a Chinese rival to Tesla, is seeking at least $500 million in funding and separately looking at a public listing, possibly in the U.S. https://t.co/Vo7j1tH4Od"
2019-03-27,Fisker wants another shot at Tesla with a new Model Y fighter https://t.co/hoPs8aBjq8
2019-03-27,Chinese Tesla rival Xpeng looks for at least $500 million funding and may try a US IPO https://t.co/zmrWWHCV4W
2019-03-26,Tesla has one less lawsuit to worry about: A judge dismissed a securities fraud suit against the electric car company for the second time. https://t.co/4sz8CMdd1L https://t.co/OL6Nx0Jili
2019-03-26,Tesla has one less lawsuit to worry about: A judge dismissed a securities fraud suit against the electric car company for the second time. https://t.co/4sz8CMuNTj https://t.co/2VvBvV8oqc
2019-03-26,"Stocks making the biggest moves premarket: McDonald's, Facebook, Mastercard, Tesla, Nike &amp; more https://t.co/rS4pDY5N2A"
2019-03-26,"Tesla could rally nearly 40 percent, but that doesn't mean it's a buy, technician says https://t.co/cZpo3goDFJ"
2019-03-26,College students can take a program that will guarantee them a job at Elon Musk’s Tesla. via @CNBCMakeIt https://t.co/qQOZIJ7uDx
2019-03-26,"These 20-something hackers won $375,000 and a Model 3 for finding a Tesla bug via @CNBCMakeIt https://t.co/mWSScgeIxK"
2019-03-25,"Stocks making the biggest moves midday: Viacom, Apple, Tesla, Boeing &amp; more https://t.co/8wzPUzpI4j"
2019-03-25,"Here are the biggest analyst calls of the day: Tesla, O'Reilly Automotive, Fox, &amp; more https://t.co/BhCAtEThKi"
2019-03-25,"Tesla analyst cuts Model 3 forecast, now sees bear market in stock ahead https://t.co/0kB7gx4BHb"
2019-03-24,Tesla and Elon Musk face dozens of lawsuits and investigations far beyond the SEC court fight. https://t.co/4sz8CMdd1L
2019-03-24,"Ford tweaks Tesla on Twitter as Detroit carmaker plans ""Mustang-inspired"" all-electric SUV. https://t.co/XOwkDqanKW"
2019-03-23,"Elon Musk touted a lenient return policy for Tesla, but customers should read the fine print https://t.co/53sneXIumg"
2019-03-22,Russia has their answer to the Tesla. And it's made by the people behind the AK-47. https://t.co/N5EStMutTP https://t.co/KSxalhOWDg
2019-03-22,Cowen lowers Tesla price target to $180 and says Model 3 deliveries could be weaker than expected https://t.co/WsICsxBSUJ
2019-03-22,"Tesla Gigafactory employees lined up for ""Merch Madness,"" a chance to buy company swag on the cheap. https://t.co/jLFK3iPCwJ"
2019-03-22,"Tesla brings back its referral program, sort of https://t.co/2tt8Hqw6qV"
2019-03-22,"Tesla Gigafactory employees lined up for 'Merch Madness,' a chance to buy company swag on the cheap https://t.co/lXImWwOW5n"
2019-03-22,"Read Elon Musk’s email urging Tesla employees to help with deliveries
https://t.co/tY3BCh70wT"
2019-03-21,"""If you can put together Legos you can put together a Tesla,” says this Tesla owner who decided to take repairs into his own hands. https://t.co/M4RaWf2VHo https://t.co/Lstu29Komc"
2019-03-21,Tesla is suing former employees and self-driving startup Zoox for allegedly taking secrets https://t.co/PeN5EWkzpE
2019-03-20,Cramer: The court can rein in Tesla CEO Elon Musk with one of these three moves https://t.co/kXMXFBvDOH
2019-03-20,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/hCNEHC5v0S
2019-03-20,Ford teases electric Mustang 'Pony Car' on Twitter as Musk unveiled Tesla Model Y https://t.co/8mphWkSZI9
2019-03-20,Tesla and Elon Musk face dozens of lawsuits and investigations far beyond the SEC court fight https://t.co/v1pSJhcZi2
2019-03-19,Tesla and Elon Musk face many legal fights beyond the SEC https://t.co/cG9vhqT4u2
2019-03-19,Elon Musk's SEC problem is dragging down Tesla's stock https://t.co/oGRgTcVa1G
2019-03-19,"Stocks making the biggest moves premarket: General Motors, Tesla, Netflix, Boeing &amp; more https://t.co/XcwANv7TyI"
2019-03-18,Tesla shares are about to take a turn for the worse: Piper Jaffray https://t.co/fpHOefduGu
2019-03-18,"“Most auto companies would love to sell vehicles the way Tesla does. There’s just one catch. They can’t. It’s against the law,” Morgan Stanley’s Adam Jonas said. https://t.co/3G4ZCMX8Tb"
2019-03-17,Battery start-ups are raising millions in the battle to crush Tesla https://t.co/6CeeUNq7XC
2019-03-16,"Securities lawyers say Elon Musk could face a suspension for tweets the SEC said were not properly vetted. Mark Lehmann, president at JMP Securities, breaks down the most recent development in the Tesla CEO's scuffle with the SEC. https://t.co/IOyuvm0eNJ https://t.co/I3jWuG9hRo https://t.co/K2J7HSWXgt"
2019-03-16,Tesla introduced its second venture into the SUV space with the #ModelY last night. The electric crossover SUV is expected to start shipping in fall 2020. https://t.co/07I1pNhK8s https://t.co/pxXtUNZCwD
2019-03-15,"After much anticipation, Tesla unveiled its latest electric vehicle yesterday. The Model Y is a crossover SUV that will cost from $39,000 to $60,000. Here's what it offers. https://t.co/07I1pNzl00 https://t.co/o1OKlYW66L"
2019-03-15,Tesla introduced its second venture into the SUV space with the #ModelY last night. The electric crossover SUV is expected to start shipping in fall 2020. https://t.co/07I1pNhK8s https://t.co/WnR1QQSj82
2019-03-15,"Stocks making the biggest moves midday: Broadcom, Tesla, Noodles &amp; Co. and more https://t.co/aEm1BM2v6j"
2019-03-15,Tesla shares fall 5 percent after company unveils 'underwhelming' Model Y https://t.co/eVjM8BBWqZ
2019-03-15,"After much anticipation, Tesla unveiled its latest electric vehicle yesterday. The Model Y is a crossover SUV that will cost from $39,000 to $60,000. Here's what it offers. https://t.co/07I1pNhK8s https://t.co/PgYyqrLkHU"
2019-03-15,"Here's what Wall Street analysts are saying about Tesla's Model Y: 'Underwhelming', 'no surprises' https://t.co/0FsMr2d5lI"
2019-03-15,Dow set to rise | Terror in New Zealand | Tesla unveils Model Y crossover https://t.co/PuWN77ouy5
2019-03-15,"Stocks making the biggest moves premarket: Facebook, Oracle, Tesla, Volkswagen &amp; more https://t.co/4FI0pTmPoV"
2019-03-15,"Tesla just unveiled the Model Y, its new crossover SUV https://t.co/07I1pNhK8s"
2019-03-15,"""He has to be involved in the company... The title doesn't matter to me, as long as he's driving,"" billionaire investor Ron Baron said on Elon Musk's role in Tesla. https://t.co/MQjJj1Eymd https://t.co/swU772JpHZ"
2019-03-14,"""He has to be involved in the company... The title doesn't matter to me, as long as he's driving,"" billionaire investor Ron Baron said on Elon Musk's role in Tesla. https://t.co/MQjJj1Eymd https://t.co/zw5fKhvc53"
2019-03-14,Tesla steps into hottest auto segment with Model Y debut Thursday https://t.co/2iiRqqIS2K
2019-03-14,Tesla's Kirkhorn takes over as CFO. Corporate Controller Taneja promoted to Chief Accounting Officer https://t.co/9Pp2NPJXSq
2019-03-14,"Stocks making the biggest moves premarket: Boeing, Tesla, General Electric, Facebook &amp; more https://t.co/pHbkMgyrwA"
2019-03-14,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/ZGZ50xlEBe
2019-03-14,"Elon Musk continues his dispute with the SEC after his lawyers slammed the SEC for ""unprecedented overreach"" by seeking to hold the Tesla CEO in contempt of court Monday. https://t.co/FeejX67SJb https://t.co/480s4oVtgj"
2019-03-13,"Elon Musk continues his dispute with the SEC after his lawyers slammed the SEC for ""unprecedented overreach"" by seeking to hold the Tesla CEO in contempt of court Monday. https://t.co/FeejX5QhRD https://t.co/9Vm1pnE9d9"
2019-03-13,"Here are the biggest analyst calls of the day: CVS Health, Carnival, Tesla &amp; more https://t.co/QVKYyYOred"
2019-03-13,Goldman: Tesla's earnings and deliveries likely to disappoint this quarter so sell the stock https://t.co/hU13TYtccn
2019-03-12,"Stocks making the biggest moves in the premarket: Boeing, Microsoft, Tesla, Amazon &amp; more https://t.co/nKCq6L4TEl"
2019-03-12,Morgan Stanley's Jonas: Tesla's stock to drop because price cuts reveal demand 'air pocket' https://t.co/iTR4x3plxz
2019-03-12,"Here are the biggest analyst calls of the day: Tesla, Boeing, Coca-Cola, Monster Beverage, Eli Lilly https://t.co/ADORJ3CNcB"
2019-03-12,"Securities lawyers say Elon Musk could face a suspension for tweets the SEC said were not properly vetted. Mark Lehmann, president at JMP Securities, breaks down the most recent development in the Tesla CEO's scuffle with the SEC. https://t.co/3NV0WY5K7j https://t.co/ju8bqEzXdj"
2019-03-12,"Securities lawyers say Elon Musk could face a suspension for tweets the SEC said were not properly vetted. Mark Lehmann, president at JMP Securities, breaks down the most recent development in the Tesla CEO's scuffle with the SEC. https://t.co/3NV0WY5K7j https://t.co/I3jWuG9hRo"
2019-03-12,Read Elon Musk's memo to employees explaining that Tesla will not close all its stores as it previously said. https://t.co/yBbDd15hw0
2019-03-12,Elon Musk's lawyers shoot down SEC filing against Tesla CEO https://t.co/FeejX5QhRD
2019-03-11,"Tesla's biggest problem is its own customer service, according to a new Bernstein survey. https://t.co/dHRGtQcyYz"
2019-03-11,Tesla issues $13.8 million in stock to buy trailers to transport cars from factory floor to customers https://t.co/862pdM5hAC
2019-03-11,"Securities lawyers say Elon Musk could face a suspension for tweets the SEC said were not properly vetted. Mark Lehmann, president at JMP Securities, breaks down the most recent development in the Tesla CEO's scuffle with the SEC. https://t.co/3NV0WY5K7j https://t.co/43SuyvUjP3"
2019-03-11,"Tesla's biggest problem is its own customer service, according to a new Bernstein survey https://t.co/xgQXZrVR5p"
2019-03-11,Read Elon Musk's latest email to employees explaining that Tesla will not close all its stores as it previously said. https://t.co/rpjXfZYHZC
2019-03-11,Elon Musk says Tesla will raise prices and slow down store closures https://t.co/SD6mnaXq4e
2019-03-10,"Tesla has grand ambitions in China, but the electric vehicle maker faces steep competition there. https://t.co/RoI08ZROpJ https://t.co/ZnnC5MxzKe"
2019-03-10,"“Most auto companies would love to sell vehicles the way Tesla does. There’s just one catch. They can’t. It’s against the law,” Morgan Stanley’s Adam Jonas said. https://t.co/o6RuPEn348"
2019-03-10,Tesla's onslaught of announcements is raising red flags about demand for its cars. https://t.co/c3u9H2OdW2
2019-03-10,Tesla doesn't know where it will build the Model Y as it rolls out more layoffs and cost cuts. https://t.co/oolGMvtFGN
2019-03-10,The White House is set to release its budget proposal for next year and Tesla will unveil the Model Y. Here's what to expect for the week ahead. https://t.co/pCIdt6Brd9 https://t.co/hSEGTZJDAK
2019-03-10,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/tsshBOXpVb
2019-03-09,"When most people think electric cars, they think Tesla. But Elon Musk's automobile company has competition: namely, Nio Inc, a Chinese car company benefiting from the country's state subsidies. https://t.co/CZmhI5WnwM https://t.co/rRd40s1oS3"
2019-03-09,"Tesla says new Superchargers let drivers fill up faster, 75 miles of charge in 5 minutes https://t.co/GBkDLpc1BN"
2019-03-09,The White House is set to release its budget proposal for next year and Tesla will unveil the Model Y. Here's what to expect for the week ahead. https://t.co/pCIdt6Brd9 https://t.co/BAvg2v6Yas
2019-03-09,"Tesla's decision to move its sales completely online is a ""leap of faith"" that may not necessarily pay off, former Ford CEO Mark Fields says. https://t.co/xKuIvTEDc2"
2019-03-09,"""Tesla at this stage is much bigger than Musk. Of course, Musk gets a lot of attention. But Tesla has been able to be profitable, at a level of pricing and product that nobody expected to generate cash,"" Jefferies analyst Philippe Houchois said Monday. https://t.co/g30v15zDOf https://t.co/LusG6jiInF"
2019-03-09,"Tesla is going to be the next Amazon, says a major shareholder with a $4,000 per share target. https://t.co/5MWIVEqS87"
2019-03-08,"Tesla has a 'sustainable brand' but moving sales online is a 'leap of faith,' says former Ford CEO https://t.co/yqSVfsKW6u"
2019-03-07,Tesla enters into agreement with Chinese lenders for Shanghai Gigafactory https://t.co/J5cVGfEH9J
2019-03-07,Carvana CEO says he wouldn't bet against Tesla selling cars online https://t.co/7gctWGFixx
2019-03-07,"Tesla's Elon Musk could be suspended as CEO in latest SEC scuffle, securities lawyers say https://t.co/3NV0WY5K7j"
2019-03-07,Tesla doesn't know where it will build the Model Y as it rolls out more layoffs and cost cuts https://t.co/9Z6tEJ3kQa
2019-03-07,"Tesla says new Superchargers let drivers fill up faster, 75 miles of charge in 5 minutes https://t.co/2xUbIHtnZt"
2019-03-06,"China is a key market for Tesla, but keep expectations 'very low,' Morgan Stanley says https://t.co/mAjUKFJwsC"
2019-03-06,Volvo may not sell its Tesla rival electric car in the US over tariffs https://t.co/WRULswPYby
2019-03-06,"When most people think electric cars, they think Tesla. But Elon Musk's automobile company has competition: namely, Nio Inc, a Chinese car company benefiting from the country's state subsidies. https://t.co/CZmhI5EMFe https://t.co/vl2CfGhEnI"
2019-03-06,What ever happened to Tesla’s Solar Roof tiles? https://t.co/j3Qpavd57y https://t.co/eVYkwCSaR0
2019-03-06,"When most people think electric cars, they think Tesla. But Elon Musk's automobile company has competition: namely, Nio Inc, a Chinese car company benefiting from the country's state subsidies. https://t.co/CZmhI5EMFe https://t.co/nq1fftdz20"
2019-03-05,"A fund manager with $4,000 Tesla target says this is the next big thing for stock. https://t.co/DHXliFRd9K"
2019-03-05,Big Tesla backer doesn't oppose a Musk ouster: 'I don't think he needs to be CEO' https://t.co/uPjLAudQiD
2019-03-05,"""Tesla at this stage is much bigger than Musk. Of course, Musk gets a lot of attention. But Tesla has been able to be profitable, at a level of pricing and product that nobody expected to generate cash,"" Jefferies analyst Philippe Houchois says. https://t.co/g30v15zDOf https://t.co/z9ceIAi9KH"
2019-03-05,Morgan Stanley says automakers want to sell cars like Tesla does but can't: 'It's against the law' https://t.co/CMWMhKdWac
2019-03-05,"When most people think electric cars, they think Tesla. But Elon Musk's automobile company has competition: namely, Nio Inc, a Chinese car company benefiting from the country's state subsidies. https://t.co/CZmhI5EMFe https://t.co/3mb2Yf3nmJ"
2019-03-05,"Tesla is no Apple after cutting prices and closing stores, Barclays warns https://t.co/byPhd1Asif"
2019-03-05,"Fund manager with $4,000 Tesla target says this is the next big thing for stock https://t.co/J69uUA7cNJ"
2019-03-05,"Here are the biggest analyst calls of the day: Alphabet, Tesla, Ingersoll-Rand, Tyson Foods, Aurora Cannabis https://t.co/wX2BqXI5SB"
2019-03-05,"There's more to Tesla than its billionaire boss Elon Musk, according to one analyst. https://t.co/HsJCDI2Zbv"
2019-03-05,"Tesla is going to be the next Amazon, says a major shareholder with a $4,000 per share target. https://t.co/QB7P2BRVsb"
2019-03-04,"""Tesla at this stage is much bigger than Musk. Of course, Musk gets a lot of attention. But Tesla has been able to be profitable, at a level of pricing and product that nobody expected to generate cash,"" Jefferies analyst Philippe Houchois says. https://t.co/g30v15zDOf https://t.co/SNEpPVMhoo"
2019-03-04,"Watch now: ETF Edge on the market sell-off, and the Tesla-heavy ETF that's beating the S&amp;P this year https://t.co/X3yaCdOHxH"
2019-03-04,Tesla's onslaught of announcements is raising red flags about demand for its cars https://t.co/RBOeIAMFtG
2019-03-04,"Tesla 'much bigger' than Elon Musk and is doing things others can only dream of, analyst says https://t.co/g30v15zDOf"
2019-03-04,"Stocks making the biggest moves premarket: Tesla, AT&amp;T, Eli Lilly &amp; more https://t.co/YMmBw9kXwP"
2019-03-04,"Last week Tesla launched the long-awaited standard Model 3 starting at $35,000, and Elon Musk says that the interior ""will be slightly better than was originally promised."" https://t.co/KUXrsMpsLO https://t.co/yBMO8o15LS"
2019-03-04,"""How do you keep your price point if you develop a cheaper car?"" 3 experts break down what Tesla's new $35,000 standard Model 3 means for investors. https://t.co/AI9cKohqC5 https://t.co/kheNvWFK7u"
2019-03-03,"Tesla to unveil Model Y SUV on March 14, Musk says in tweet https://t.co/7JzQaJtVLA"
2019-03-03,"""As far as I'm concerned, he's brilliant, but he conducts himself like he needs adult supervision,"" Omega Advisors' Leon Cooperman said Tuesday of Tesla CEO Elon Musk. https://t.co/SoVJqXEp13 https://t.co/eSyh7LpM9G"
2019-03-02,SEC asked judge to hold Tesla CEO Elon Musk in contempt for violating deal. https://t.co/NsKQulk6Hc
2019-03-02,Tesla is shifting sales worldwide to online only. https://t.co/RXI0SZtY65
2019-03-02,This 23-year-old founded a company with self-driving car tech that's giving Tesla some competition. via @CNBCMakeIt https://t.co/JGvNW6hVit https://t.co/7A9YXNVedb
2019-03-02,This bad habit annoys Richard Branson and will get you fired from Tesla. via @CNBCMakeIt https://t.co/qSXWp3Yzei
2019-03-02,This 23-year-old founded a company with self-driving car tech that's giving Tesla some competition. via @CNBCMakeIt https://t.co/JGvNW6zwa1 https://t.co/93dVhPjJ0c
2019-03-02,"Tesla might be back in the headlines, but Elon Musk's other company, SpaceX, is poised to make some big news by sending a commercially-built spacecraft designed to carry humans to the International Space Station in a noteworthy public-private partnership. https://t.co/tOQECxQZDE https://t.co/9IxfSqHldW"
2019-03-02,"""How do you keep your price point if you develop a cheaper car?"" 3 experts break down what Tesla's new $35,000 standard Model 3 means for investors. https://t.co/AI9cKohqC5 https://t.co/ZaD0BJUOmr"
